fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presmax,horapresmax,presmin,horapresmin
1973-06-19,5530E,GRANADA AEROPUERTO,GRANADA,567,22,20.8,12.6,05:00,31.4,15:20,05,1.4,19.7,16:30,8.9,951.9,01,947.5,16
1973-06-20,5530E,GRANADA AEROPUERTO,GRANADA,567,23.3,1.3,14.4,04:30,32.2,13:30,18,1.4,13.1,15:25,9,950.3,22,947.7,15
1973-06-21,5530E,GRANADA AEROPUERTO,GRANADA,567,23.8,0,16.8,06:00,30.8,15:00,27,5,10,15:00,13.1,950.5,01,946.7,18
1973-06-22,5530E,GRANADA AEROPUERTO,GRANADA,567,22.3,0,16.6,03:30,28,16:45,18,3.6,11.4,19:10,9.4,954.9,24,949.3,01
1973-06-23,5530E,GRANADA AEROPUERTO,GRANADA,567,21.5,0,12.6,05:15,30.4,17:30,18,4.2,11.9,01:00,13.8,955.9,08,952.3,18
1973-06-24,5530E,GRANADA AEROPUERTO,GRANADA,567,22.3,0,13,05:00,31.6,15:30,14,6.1,11.1,17:00,13.6,955.3,01,950.9,18
1973-06-25,5530E,GRANADA AEROPUERTO,GRANADA,567,22.6,0,12.6,05:15,32.6,17:30,09,3.3,13.1,05:45,9.4,952.7,05,945.9,18
1973-06-26,5530E,GRANADA AEROPUERTO,GRANADA,567,21.5,0,14.6,06:00,28.4,15:00,23,3.6,6.9,11:10,9.7,950.3,23,946.1,05
1973-06-27,5530E,GRANADA AEROPUERTO,GRANADA,567,23.6,0,16.4,06:00,30.8,18:00,27,6.9,11.7,13:15,8.5,953.3,24,949,03
1973-06-28,5530E,GRANADA AEROPUERTO,GRANADA,567,23.8,0,13,05:15,34.6,15:50,27,6.9,10,13:30,13.1,957,24,953.3,01
1973-06-29,5530E,GRANADA AEROPUERTO,GRANADA,567,24.3,0,12.8,05:15,35.8,14:15,27,6.9,10,14:20,13.8,957.4,09,954.3,18
1973-06-30,5530E,GRANADA AEROPUERTO,GRANADA,567,23.2,0,12,06:00,34.4,15:00,27,1.9,6.9,14:55,13.7,956.9,01,953,18
1973-07-01,5530E,GRANADA AEROPUERTO,GRANADA,567,25.1,0,14,05:00,36.2,16:00,27,1.4,8.1,14:55,13.6,956.9,24,953.5,18
